date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:48:01	244403/244403	---M--	200	added ('OK')	image/jpeg	date:Sat,%2021%20Feb%202026%2012:49:17%20GMT	http://static.wixstatic.com/media/8659e2_75671ea8fa1c481abd0edbb2019c5b6e~mv2.jpg/v1/fill/w_1326,h_1326,al_c,q_85/8659e2_75671ea8fa1c481abd0edbb2019c5b6e~mv2.jpg?formatterValues=8659e2_75671ea8fa1c481abd0edbb2019c5b6e~mv2.jpg,1326,1326	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/static.wixstatic.com/media/8659e2_75671ea8fa1c481abd0edbb2019c5b6e_mv2.jpg/v1/fill/w_1326,h_1326,al_c,q_85/8659e2_75671ea8fa1c481abd0edb	(from https://www.lgbtcenterofreading.com/)
16:48:12	1024293/1024293	---MCZ	200	added ('OK')	text/html	etag:W/%2280fbe75a85ac4c02453dad460f023648%22	https://www.lgbtcenterofreading.com/our-impact	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/our-impact.html	(from https://www.lgbtcenterofreading.com/)
16:48:31	217755/217755	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Mar%202026%2016:13:19%20GMT	http://static.wixstatic.com/media/8659e2_71cbf2374a2648b9805f75d50f14ddaf~mv2.jpg/v1/fill/w_2162,h_900,al_c,q_85/8659e2_71cbf2374a2648b9805f75d50f14ddaf~mv2.jpg?formatterValues=8659e2_71cbf2374a2648b9805f75d50f14ddaf~mv2.jpg,2162,900	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/static.wixstatic.com/media/8659e2_71cbf2374a2648b9805f75d50f14ddaf_mv2.jpg/v1/fill/w_2162,h_900,al_c,q_85/8659e2_71cbf2374a2648b9805f75d	(from https://www.lgbtcenterofreading.com/)
16:48:38	939442/939442	---MCZ	200	added ('OK')	text/html	etag:W/%22ecc84bab2488f15f9da1c84b24c32a57%22	https://www.lgbtcenterofreading.com/board-of-directors	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/board-of-directors.html	(from https://www.lgbtcenterofreading.com/)
16:48:39	59938/59938	---M--	200	added ('OK')	image/png	date:Thu,%2005%20Mar%202026%2021:48:31%20GMT	https://static.wixstatic.com/media/8659e2_372aef7cda7148a99de11ecd075d3067~mv2.png/v1/fill/w_557,h_140,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/LGBT%20Center%20Logo%20Tester.png	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/static.wixstatic.com/media/8659e2_372aef7cda7148a99de11ecd075d3067_mv2.png/v1/fill/w_557,h_140,al_c,q_85,usm_0.6/LGBT%20Center%20Logo%20Tester	(from https://www.lgbtcenterofreading.com/)
16:49:33	887657/887657	---MCZ	200	added ('OK')	text/html	etag:W/%22bf30627194cb3cda03e2aa2e709e5ee3%22	https://www.lgbtcenterofreading.com/meet-the-team	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/meet-the-team.html	(from https://www.lgbtcenterofreading.com/)
16:49:45	871265/871265	---MCZ	200	added ('OK')	text/html	etag:W/%22c92d8f6a95a87a0bc83011b4d71ce911%22	https://www.lgbtcenterofreading.com/third-thirsty-thursday	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/third-thirsty-thursday.html	(from https://www.lgbtcenterofreading.com/)
16:49:51	895279/895279	---MCZ	200	added ('OK')	text/html	etag:W/%22fdb98b14902232018fb95ba1e234c40d%22	https://www.lgbtcenterofreading.com/events-calendar	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/events-calendar.html	(from https://www.lgbtcenterofreading.com/)
16:50:44	921038/921038	---MCZ	200	added ('OK')	text/html	etag:W/%22d8d70a485e914b18a46ea3623a1c1e7a%22	https://www.lgbtcenterofreading.com/arts-culture-groups	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/arts-culture-groups.html	(from https://www.lgbtcenterofreading.com/)
16:50:48	934696/934696	---MCZ	200	added ('OK')	text/html	etag:W/%2269a2a8763a8af70cc37f195bae6b9194%22	https://www.lgbtcenterofreading.com/support-groups	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/support-groups.html	(from https://www.lgbtcenterofreading.com/)
16:50:57	910884/910884	---MCZ	200	added ('OK')	text/html	etag:W/%22a10820005b032353bb8a7a78b59e4fb5%22	https://www.lgbtcenterofreading.com/social-groups	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/social-groups.html	(from https://www.lgbtcenterofreading.com/)
16:51:41	3261540/3261540	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Feb%202026%2023:19:34%20GMT	http://static.wixstatic.com/media/8659e2_91dddd5d0fcb4a6ca6b2bead09687dc7~mv2.jpg/v1/fill/w_3468,h_4624,al_c,q_90/8659e2_91dddd5d0fcb4a6ca6b2bead09687dc7~mv2.jpg?formatterValues=8659e2_91dddd5d0fcb4a6ca6b2bead09687dc7~mv2.jpg,3468,4624	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/static.wixstatic.com/media/8659e2_91dddd5d0fcb4a6ca6b2bead09687dc7_mv2.jpg/v1/fill/w_3468,h_4624,al_c,q_90/8659e2_91dddd5d0fcb4a6ca6b2be	(from https://www.lgbtcenterofreading.com/)
16:51:41	951782/951782	---MCZ	200	added ('OK')	text/html	etag:W/%225237e29db692a528b36037ca41fa23b6%22	https://www.lgbtcenterofreading.com/counseling	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/counseling.html	(from https://www.lgbtcenterofreading.com/)
16:51:41	902785/902785	---MCZ	200	added ('OK')	text/html	etag:W/%2218be7ae593470801d14e6c9fb98d558b%22	https://www.lgbtcenterofreading.com/gather-connect-community-center	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/gather-connect-community-center.html	(from https://www.lgbtcenterofreading.com/)
16:51:42	908753/908753	---MCZ	200	added ('OK')	text/html	etag:W/%22757e2463f5cef363841acafbc12486fe%22	https://www.lgbtcenterofreading.com/about-3	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/about-3.html	(from https://www.lgbtcenterofreading.com/)
16:51:42	937655/937655	---MCZ	200	added ('OK')	text/html	etag:W/%22f652edcaa6d5874999a51f3219cf79d5%22	https://www.lgbtcenterofreading.com/library-sensory-space	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/library-sensory-space.html	(from https://www.lgbtcenterofreading.com/)
16:51:43	910403/910403	---MCZ	200	added ('OK')	text/html	etag:W/%2230c440aeb01f345d062ab5d4813944c7%22	https://www.lgbtcenterofreading.com/food-pantry	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/food-pantry.html	(from https://www.lgbtcenterofreading.com/)
16:51:44	1096754/1096754	---MCZ	200	added ('OK')	text/html	etag:W/%228d3cd39d379d2894bb1831aa16e52cf7%22	https://www.lgbtcenterofreading.com/online-trainings	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/online-trainings.html	(from https://www.lgbtcenterofreading.com/)
16:51:44	900335/900335	---MCZ	200	added ('OK')	text/html	etag:W/%22eb768cf165783d8d60178f0fe8148980%22	https://www.lgbtcenterofreading.com/partners-affiliated-organizations	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/partners-affiliated-organizations.html	(from https://www.lgbtcenterofreading.com/)
16:51:45	892596/892596	---MCZ	200	added ('OK')	text/html	etag:W/%2265de034994e6fe6324e4f00de797d434%22	https://www.lgbtcenterofreading.com/trans-nonbinary	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/trans-nonbinary.html	(from https://www.lgbtcenterofreading.com/)
16:51:46	945232/945232	---MCZ	200	added ('OK')	text/html	etag:W/%22bd6e5f36132bfdcdefd821c8eec9c670%22	https://www.lgbtcenterofreading.com/health-wellness	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/health-wellness.html	(from https://www.lgbtcenterofreading.com/)
16:51:47	1235779/1235779	---MCZ	200	added ('OK')	text/html	etag:W/%220a2985e82e40bd131033ae4ad1e0a283%22	https://www.lgbtcenterofreading.com/volunteering	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/volunteering.html	(from https://www.lgbtcenterofreading.com/)
16:51:48	936436/936436	---MCZ	200	added ('OK')	text/html	etag:W/%2211cea8093d7f1ec799e456e3402427b3%22	https://www.lgbtcenterofreading.com/work-with-us	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/work-with-us.html	(from https://www.lgbtcenterofreading.com/)
16:51:48	875342/875342	---MCZ	200	added ('OK')	text/html	etag:W/%226d28ac3ce57a7c80f8f75d0361ce1a6d%22	https://www.lgbtcenterofreading.com/store	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/store.html	(from https://www.lgbtcenterofreading.com/)
16:51:49	1117866/1117866	---MCZ	200	added ('OK')	text/html	etag:W/%22d00cab01c304547add3d59972323ea27%22	https://www.lgbtcenterofreading.com/donate	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/donate.html	(from https://www.lgbtcenterofreading.com/)
16:51:49	2206/2206	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2005%20Mar%202026%2021:51:49%20GMT	https://www.lgbtcenterofreading.com/media/emptystate.85a4add5.svg	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/media/emptystate.85a4add5.26.delayed	(from https://www.lgbtcenterofreading.com/)
16:51:50	2282/2282	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Mar%202026%2021:51:49%20GMT	https://static.wixstatic.com/media/8659e2_4647349f5c464beca113c05b787b36f2~mv2.jpg/v1/fill/w_147,h_40,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_avif,quality_auto/8659e2_4647349f5c464beca113c05b787b36f2~mv2.jpg	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/static.wixstatic.com/media/8659e2_4647349f5c464beca113c05b787b36f2_mv2.jpg/v1/fill/w_147,h_40,al_c,q_80,usm_0.66/8659e2_4647349f5c464bec	(from https://www.lgbtcenterofreading.com/)
16:51:50	45650/45650	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Mar%202026%2021:51:50%20GMT	https://static.wixstatic.com/media/8659e2_4ca071804eb84c9398c283aad0178a99~mv2.jpg/v1/fill/w_364,h_522,fp_0.6_0.27,q_90,enc_avif,quality_auto/8659e2_4ca071804eb84c9398c283aad0178a99~mv2.jpg	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/static.wixstatic.com/media/8659e2_4ca071804eb84c9398c283aad0178a99_mv2.jpg/v1/fill/w_364,h_522,fp_0.6_0.27,q_90,/8659e2_4ca071804eb84c93	(from https://www.lgbtcenterofreading.com/)
16:51:50	50478/50478	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Mar%202026%2021:51:50%20GMT	https://static.wixstatic.com/media/8659e2_e42b43afa53d496f9aa549e1471a74fa~mv2.jpeg/v1/fill/w_480,h_640,fp_0.55_0.11,q_90,enc_avif,quality_auto/8659e2_e42b43afa53d496f9aa549e1471a74fa~mv2.jpeg	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/static.wixstatic.com/media/8659e2_e42b43afa53d496f9aa549e1471a74fa_mv2.jpe/v1/fill/w_480,h_640,fp_0.55_0.11,q_90/8659e2_e42b43afa53d496f	(from https://www.lgbtcenterofreading.com/)
16:51:50	56210/56210	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Mar%202026%2021:51:50%20GMT	https://static.wixstatic.com/media/8659e2_4e040ed2cefb4b58ad759cd8fe2797c4~mv2.jpg/v1/fill/w_480,h_640,fp_0.37_0.28,q_90,enc_avif,quality_auto/8659e2_4e040ed2cefb4b58ad759cd8fe2797c4~mv2.jpg	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/static.wixstatic.com/media/8659e2_4e040ed2cefb4b58ad759cd8fe2797c4_mv2.jpg/v1/fill/w_480,h_640,fp_0.37_0.28,q_90/8659e2_4e040ed2cefb4b58	(from https://www.lgbtcenterofreading.com/)
16:51:50	59599/59599	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Mar%202026%2021:51:50%20GMT	https://static.wixstatic.com/media/8659e2_9f1a342ac3c04904a81d4f2018ddea39~mv2.jpeg/v1/fill/w_480,h_640,fp_0.72_0.5,q_90,enc_avif,quality_auto/8659e2_9f1a342ac3c04904a81d4f2018ddea39~mv2.jpeg	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/static.wixstatic.com/media/8659e2_9f1a342ac3c04904a81d4f2018ddea39_mv2.jpe/v1/fill/w_480,h_640,fp_0.72_0.5,q_90,/8659e2_9f1a342ac3c04904	(from https://www.lgbtcenterofreading.com/)
16:51:51	937962/937962	---MCZ	200	added ('OK')	text/html	etag:W/%22482f2faa221b57d840457054caae265c%22	https://www.lgbtcenterofreading.com/education	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/education.html	(from https://www.lgbtcenterofreading.com/)
16:51:51	22609/22609	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Mar%202026%2021:51:50%20GMT	https://static.wixstatic.com/media/8659e2_9c7a5e0de3cb4f9b8b408c8ce2584c01~mv2.jpeg/v1/fit/w_480,h_640,q_90,enc_avif,quality_auto/8659e2_9c7a5e0de3cb4f9b8b408c8ce2584c01~mv2.jpeg	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/static.wixstatic.com/media/8659e2_9c7a5e0de3cb4f9b8b408c8ce2584c01_mv2.jpe/v1/fit/w_480,h_640,q_90,enc_avif,qual/8659e2_9c7a5e0de3cb4f9b	(from https://www.lgbtcenterofreading.com/)
16:51:51	2203/2203	---MCZ	400	error ('Bad%20Request')	text/html	date:Thu,%2005%20Mar%202026%2021:51:51%20GMT	https://www.lgbtcenterofreading.com/window.location.href	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/www.lgbtcenterofreading.com/window.location.43.delayed	(from https://www.lgbtcenterofreading.com/)
16:51:51	46471/46471	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Mar%202026%2021:51:51%20GMT	https://static.wixstatic.com/media/8659e2_344950ed6f154c818a79a766bf8e220e~mv2.jpg/v1/fill/w_267,h_400,fp_0.53_0.41,q_90,enc_avif,quality_auto/8659e2_344950ed6f154c818a79a766bf8e220e~mv2.jpg	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/static.wixstatic.com/media/8659e2_344950ed6f154c818a79a766bf8e220e_mv2.jpg/v1/fill/w_267,h_400,fp_0.53_0.41,q_90/8659e2_344950ed6f154c81	(from https://www.lgbtcenterofreading.com/)
16:51:51	57694/57694	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Mar%202026%2021:51:51%20GMT	https://static.wixstatic.com/media/8659e2_f269dea09f264292a763ff6f50505b35~mv2.jpeg/v1/fill/w_480,h_640,fp_0.53_0.17,q_90,enc_avif,quality_auto/8659e2_f269dea09f264292a763ff6f50505b35~mv2.jpeg	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/static.wixstatic.com/media/8659e2_f269dea09f264292a763ff6f50505b35_mv2.jpe/v1/fill/w_480,h_640,fp_0.53_0.17,q_90/8659e2_f269dea09f264292	(from https://www.lgbtcenterofreading.com/)
16:51:51	131854/131854	---M-Z	200	added ('OK')	application/javascript	etag:%223dba122fff59f2079b3877b077a5c7c7%22	https://browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	(from https://www.lgbtcenterofreading.com/)
16:51:51	77979/77979	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Mar%202026%2021:51:51%20GMT	https://static.wixstatic.com/media/8659e2_922b965916af42c5a6316b279dfb5360~mv2.jpg/v1/fit/w_480,h_640,q_90,enc_avif,quality_auto/8659e2_922b965916af42c5a6316b279dfb5360~mv2.jpg	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/static.wixstatic.com/media/8659e2_922b965916af42c5a6316b279dfb5360_mv2.jpg/v1/fit/w_480,h_640,q_90,enc_avif,qual/8659e2_922b965916af42c5	(from https://www.lgbtcenterofreading.com/)
16:51:51	3323/3323	---M-Z	200	added ('OK')	application/javascript	etag:%22ccf0e1db3811d44808d97a63c7a72d1f%22	https://browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	C:/Users/logan/Nextcloud/Documents/PSU/Spring%202026/IST413/LGBT%20Center%20Of%20Reading/LCGR%20Original%20Site/browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	(from https://www.lgbtcenterofreading.com/)
